Word,Upper,BE_TWord,AM_TWord,RatperWord,AoAestimate,SD,min,max,unknown,AoALikert,SDLikert,minLikert,maxLikert
Geiz,GEIZ,miserliness,miserliness,24,7.58,3.44,2,16,0,3.96,1.55,1,7
Geizhals,GEIZHALS,miser,miser,24,8.21,2.26,5,14,0,4.33,1.13,3,7
geizig,GEIZIG,miserly,miserly,14,6.43,1.87,3,9,0,3.36,0.93,2,5
Gejammer,GEJAMMER,whingeing,whingeing,19,5.84,2.50,2,12,0,3.16,1.21,1,6
Gekicher,GEKICHER,giggling,giggling,26,5.42,1.92,3,10,0,2.96,0.96,2,5
Gelände,GELÄNDE,terrain,terrain,23,6.70,1.72,3,10,0,3.61,0.89,2,5
Geländer,GELÄNDER,banister,banister,16,4.25,1.65,2,7,0,2.31,0.87,1,4
gelaunt,GELAUNT,be in a mood,be in a mood,19,5.37,1.71,3,9,0,2.89,0.94,2,5
Geld,GELD,money,money,17,3.88,1.11,2,6,0,2.18,0.64,1,3
Geldgier,GELDGIER,avarice,avarice,24,8.83,2.71,5,14,0,4.63,1.31,3,7
Gelenk,GELENK,joint,joint,14,6.71,2.79,3,13,0,3.64,1.39,2,7
gelingen,GELINGEN,succeed,succeed,17,6.18,2.10,3,10,0,3.29,0.99,2,5
gelten,GELTEN,be valid,be valid,20,7.35,3.98,3,18,0,3.80,1.67,2,7
gemein,GEMEIN,nasty,nasty,10,3.90,1.91,1,8,0,2.20,0.92,1,4
Gemeinde,GEMEINDE,municipality,municipality,16,6.75,2.21,4,12,0,3.56,1.15,2,6
gemeinsam,GEMEINSAM,jointly,jointly,15,3.67,1.59,1,6,0,2.13,0.74,1,3
Gemüse,GEMÜSE,vegetables,vegetables,17,3.88,1.32,2,7,0,2.18,0.73,1,4
Gemüt,GEMÜT,disposition,disposition,27,9.67,2.81,3,14,0,5.00,1.33,2,7
gemütlich,GEMÜTLICH,cosy,cozy,19,4.42,1.26,2,7,0,2.53,0.70,1,4
Gemütszustand,GEMÜTSZUSTAND,mood,mood,19,10.47,2.91,5,15,0,5.32,1.34,3,7
Generation,GENERATION,generation,generation,19,8.53,2.32,4,13,0,4.53,1.22,2,7
genial,GENIAL,ingenious,ingenious,14,8.36,2.24,4,12,0,4.43,1.16,2,6
Genie,GENIE,genius,genius,14,8.50,3.57,1,15,0,4.50,1.65,1,7
genießen,GENIEßEN,enjoy,enjoy,18,5.94,2.39,3,12,0,3.22,1.22,2,6
Geopolitik,GEOPOLITIK,geopolitics,geopolitics,18,12.94,3.78,6,20,0,6.06,1.30,3,7
gerecht,GERECHT,just,just,18,5.72,2.14,2,10,0,3.17,1.15,1,5
Gerechtigkeit,GERECHTIGKEIT,justice,justice,20,7.70,4.61,4,25,0,3.70,1.34,2,7
Gerede,GEREDE,gossip,gossip,14,7.57,3.23,3,14,0,4.00,1.47,2,7
Gericht,GERICHT,court,court,18,6.06,1.63,3,9,1,3.28,0.83,2,5
Geruch,GERUCH,smell,smell,18,4.17,1.65,1,8,0,2.39,0.78,1,4
Gesang,GESANG,singing,singing,14,4.14,1.46,2,7,0,2.36,0.74,1,4
geschehen,GESCHEHEN,happen,happen,24,6.42,2.15,4,12,0,3.33,1.05,2,6
Geschenk,GESCHENK,present,present,17,3.24,0.90,2,5,0,1.82,0.53,1,3
Geschichte,GESCHICHTE,story,story,26,3.96,1.80,2,10,0,2.15,0.88,1,5
Geschrei,GESCHREI,yelling,yelling,16,4.31,2.15,2,8,0,2.38,1.20,1,4
Gesetz,GESETZ,law,law,17,7.53,2.48,3,12,0,3.94,1.20,2,6
Gesicht,GESICHT,face,face,14,3.79,2.12,1,8,0,2.14,0.95,1,4
Gesindel,GESINDEL,riffraff,riffraff,10,8.50,2.42,5,12,0,4.40,1.07,3,6
Gespräch,GESPRÄCH,dialogue,dialog,19,4.63,2.22,2,10,0,2.53,1.07,1,5
gestalten,GESTALTEN,design,design,23,7.35,3.11,3,14,0,3.91,1.50,2,7
Gestaltung,GESTALTUNG,design,design,19,7.68,2.08,3,12,0,4.05,0.97,2,6
Gestank,GESTANK,stench,stench,23,4.43,1.47,1,8,0,2.48,0.73,1,4
Geste,GESTE,gesture,gesture,26,10.15,3.57,5,18,0,5.08,1.35,3,7
gesund,GESUND,healthy,healthy,10,4.60,2.41,1,10,0,2.50,1.18,1,5
Gesundheit,GESUNDHEIT,health,health,17,5.53,1.97,2,8,0,2.82,0.95,1,4
Gewächshaus,GEWÄCHSHAUS,greenhouse,greenhouse,18,7.44,4.18,2,15,0,3.78,1.90,1,7
Geweih,GEWEIH,antlers,antlers,26,5.31,1.81,3,10,0,2.85,0.88,2,5
Gewicht,GEWICHT,weight,weight,18,5.61,2.00,2,9,0,3.11,1.08,1,5
Gewinn,GEWINN,prize,prize,24,5.96,3.97,2,22,0,2.96,1.33,1,7
gewinnen,GEWINNEN,win,win,15,4.13,1.51,2,7,0,2.33,0.82,1,4
Gewissen,GEWISSEN,conscience,conscience,20,7.75,2.77,4,15,0,4.00,1.30,2,7
Gewitter,GEWITTER,thunderstorm,thunderstorm,25,4.52,2.37,2,13,0,2.60,1.26,1,7
Gewürz,GEWÜRZ,spice,spice,26,5.58,1.58,3,10,0,3.00,0.75,2,5
gierig,GIERIG,greedy,greedy,19,6.05,2.74,3,14,0,3.21,1.32,2,7
Giraffe,GIRAFFE,giraffe,giraffe,19,3.79,2.07,2,11,0,2.16,1.12,1,6
Girlande,GIRLANDE,garland,garland,24,6.79,2.99,2,13,0,3.67,1.49,1,7
Gitarre,GITARRE,guitar,guitar,25,4.96,2.73,2,14,0,2.60,1.38,1,7
Gitter,GITTER,grating,grating,16,3.94,1.48,2,7,0,2.25,0.86,1,4
Gladiator,GLADIATOR,gladiator,gladiator,18,8.56,2.62,4,12,0,4.44,1.29,2,6
Glanz,GLANZ,splendour,splendor,19,6.16,2.29,2,10,0,3.26,1.10,1,5
Glas,GLAS,glass,glass,14,3.29,1.20,2,5,0,1.86,0.77,1,3
glasklar,GLASKLAR,crystal-clear,crystal-clear,17,7.65,2.83,3,14,0,4.12,1.36,2,7
Glastür,GLASTÜR,glass door,glass door,26,5.35,1.70,3,9,0,2.96,0.77,2,5
Glasur,GLASUR,glaze,glaze,20,6.65,2.98,2,13,0,3.55,1.47,1,7
gleiten,GLEITEN,glide,glide,19,6.42,2.29,2,10,0,3.37,1.21,1,5
Gletscher,GLETSCHER,glacier,glacier,17,8.71,2.87,5,14,0,4.47,1.37,3,7
Glitzer,GLITZER,glitter,glitter,24,5.75,2.21,1,10,0,3.08,1.10,1,5
glitzern,GLITZERN,sparkle,sparkle,17,4.41,1.58,2,7,0,2.53,0.87,1,4
Globus,GLOBUS,globe,globe,22,7.27,2.27,3,13,0,3.91,1.19,2,7
Glocke,GLOCKE,bell,bell,14,4.00,1.36,1,7,0,2.14,0.66,1,4
Glück,GLÜCK,luck,luck,19,5.42,2.17,3,10,0,3.00,0.94,2,5
Glut,GLUT,embers,embers,26,5.69,2.68,2,13,0,3.12,1.34,1,7
Gnade,GNADE,mercy,mercy,22,8.27,2.37,5,14,0,4.41,1.14,3,7
Gold,GOLD,gold,gold,18,4.17,1.10,3,7,1,2.33,0.59,2,4
Golf,GOLF,golf,golf,19,7.63,4.69,2,18,0,3.79,1.93,1,7
Gorilla,GORILLA,gorilla,gorilla,16,5.56,1.03,4,7,0,3.00,0.63,2,4
Gotik,GOTIK,Gothic,Gothic,17,13.41,3.14,6,20,0,6.35,1.11,3,7
Gourmet,GOURMET,gourmet,gourmet,19,12.63,3.52,5,20,0,6.16,1.21,3,7
grandios,GRANDIOS,magnificent,magnificent,22,8.82,3.57,4,18,0,4.55,1.47,2,7
Grapefruit,GRAPEFRUIT,grapefruit,grapefruit,19,7.11,3.59,3,14,0,3.74,1.76,2,7
Gras,GRAS,grass,grass,15,3.20,1.52,2,8,0,1.80,0.77,1,4
gratis,GRATIS,gratis,gratis,20,7.35,3.33,2,16,0,3.80,1.58,1,7
grau,GRAU,grey,grey,19,4.21,1.84,2,10,0,2.37,0.96,1,5
greifen,GREIFEN,seize,seize,14,3.50,1.87,2,9,0,2.07,1.07,1,5
Grenze,GRENZE,border,border,26,6.19,1.74,3,9,0,3.35,0.85,2,5
Grill,GRILL,grill,grill,16,6.13,2.63,3,13,0,3.31,1.30,2,7
großherzig,GROßHERZIG,magnanimous,magnanimous,21,8.02,2.67,4,13,0,4.24,1.41,2,7
Großherzigkeit,GROßHERZIGKEIT,magnanimity,magnanimity,24,9.29,2.93,5,17,0,4.79,1.22,3,7
Großvater,GROßVATER,grandfather,grandfather,18,3.78,1.99,1,10,0,2.11,0.96,1,5
Grotte,GROTTE,grotto,grotto,19,7.21,2.80,3,13,0,3.84,1.38,2,7
Grube,GRUBE,pit,pit,25,5.36,2.29,2,10,0,2.92,1.15,1,5
grün,GRÜN,green,green,19,2.95,0.85,2,5,0,1.74,0.56,1,3
Grund,GRUND,reason,reason,17,6.00,2.24,2,11,0,3.24,1.25,1,6
Grundlage,GRUNDLAGE,foundation,foundation,18,8.94,3.30,2,16,0,4.56,1.54,1,7
Grundstück,GRUNDSTÜCK,plot,plot,26,6.73,2.54,3,12,0,3.58,1.24,2,6
Gründung,GRÜNDUNG,founding,founding,24,9.38,2.78,5,16,0,4.79,1.22,3,7
Gruppe,GRUPPE,group,group,22,4.86,1.86,3,10,0,2.73,0.83,2,5
gruselig,GRUSELIG,creepy,creepy,14,6.29,3.36,3,16,0,3.21,1.42,2,7
Gruß,GRUß,greeting,greeting,27,5.13,1.76,2,10,0,2.74,0.86,1,5
grüßen,GRÜßEN,greet,greet,14,5.14,1.96,2,9,0,2.86,1.10,1,5
Guerilla,GUERILLA,guerilla,guerilla,25,11.70,4.29,4,18,0,5.64,1.82,2,7
Gulasch,GULASCH,goulash,goulash,19,5.63,2.22,3,10,0,3.11,0.99,2,5
Gültigkeit,GÜLTIGKEIT,validity,validity,26,9.77,3.00,5,16,0,5.00,1.33,3,7
Gurke,GURKE,cucumber,cucumber,22,3.91,1.54,2,8,0,2.27,0.77,1,4
Gurt,GURT,seat belt,seat belt,25,5.88,2.40,2,10,0,3.16,1.11,1,5
Gürtel,GÜRTEL,belt,belt,19,4.11,1.41,2,7,0,2.26,0.73,1,4
Guru,GURU,guru,guru,18,13.00,3.03,8,20,0,6.22,1.06,4,7
gut,GUT,good,good,22,2.55,1.18,1,6,0,1.45,0.67,1,3
gutartig,GUTARTIG,benign,benign,19,8.05,2.66,3,14,0,4.21,1.32,2,7
Gütigkeit,GÜTIGKEIT,amiableness,amiableness,10,9.50,2.27,6,13,0,5.00,1.15,3,7
guttun,GUTTUN,do good,do good,18,5.56,3.07,2,14,0,3.00,1.50,1,7
Haar,HAAR,hair,hair,23,3.04,1.11,1,5,0,1.78,0.52,1,3
Hafen,HAFEN,port,port,25,5.16,2.13,2,10,0,2.72,1.10,1,5
Hafer,HAFER,oat,oat,24,5.38,2.37,1,12,0,2.92,1.21,1,6
Haferbrei,HAFERBREI,porridge,porridge,16,4.63,2.22,2,10,0,2.44,1.15,1,5
Hagel,HAGEL,hail,hail,18,5.33,2.09,3,10,0,2.94,1.06,2,5
Hahn,HAHN,cockerel,rooster,19,3.21,1.27,1,5,0,1.84,0.76,1,3
Hai,HAI,shark,shark,20,5.30,2.70,2,13,0,2.85,1.39,1,7
halb,HALB,half,half,24,4.54,1.74,1,8,0,2.54,0.72,1,4
Halle,HALLE,hall,hall,18,4.28,1.60,2,8,0,2.39,0.85,1,4
halten,HALTEN,hold,hold,27,4.22,2.31,1,13,0,2.33,1.21,1,7
Halunke,HALUNKE,villain,villain,24,6.13,1.87,3,10,0,3.33,0.92,2,5
Hamburger,HAMBURGER,hamburger,hamburger,18,7.50,3.57,4,15,0,3.94,1.66,2,7
Hammer,HAMMER,hammer,hammer,14,3.86,1.41,2,8,0,2.14,0.66,1,4
Hamster,HAMSTER,hamster,hamster,24,4.71,1.99,2,9,0,2.58,1.06,1,5
Hand,HAND,hand,hand,24,2.33,1.17,1,5,0,1.46,0.59,1,3
Handel,HANDEL,trade,trade,14,9.14,2.74,6,14,0,4.71,1.38,3,7
handeln,HANDELN,act,act,14,8.00,2.32,5,12,0,4.21,1.19,3,6
Handy,HANDY,mobile phone,mobile phone,18,10.17,5.44,2,20,0,4.78,2.10,1,7
Hangar,HANGAR,hangar,hangar,16,11.94,4.60,5,25,1,5.63,1.36,3,7
Harfe,HARFE,harp,harp,14,7.57,2.31,4,12,0,3.93,1.14,2,6
Harmonie,HARMONIE,harmony,harmony,14,8.29,3.02,5,14,0,4.29,1.49,3,7
harsch,HARSCH,harsh,harsh,25,10.32,3.28,4,20,1,5.16,1.31,2,7
hart,HART,hard,hard,20,3.90,2.65,1,13,0,2.20,1.36,1,7
Hase,HASE,hare,hare,19,2.79,0.87,1.5,5,0,1.63,0.60,1,3
Haselnuss,HASELNUSS,hazelnut,hazelnut,24,4.92,2.12,2,10,0,2.63,1.10,1,5
Hasenpfote,HASENPFOTE,hare's paw,hare's paw,24,6.29,3.24,2,15,0,3.33,1.55,1,7
Haube,HAUBE,bonnet,bonnet,19,6.79,2.82,3,12,0,3.68,1.34,2,6
Haus,HAUS,house,house,23,2.70,1.06,1,4,0,1.61,0.50,1,2
Hausfrau,HAUSFRAU,housewife,housewife,17,5.71,2.31,1,10,0,3.18,1.07,1,5
Haushalt,HAUSHALT,household,household,24,6.29,2.90,2,13,0,3.38,1.44,1,7
Haustier,HAUSTIER,pet,pet,14,3.79,1.48,1,6,0,2.07,0.62,1,3
Hebel,HEBEL,lever,lever,19,6.32,2.08,3,10,0,3.37,0.90,2,5
heben,HEBEN,hoist,hoist,20,3.70,1.84,1,8,0,2.00,0.92,1,4
heilen,HEILEN,heal,heal,18,5.50,1.79,2,9,0,2.94,1.00,1,5
heilfroh,HEILFROH,jolly glad,jolly glad,14,8.71,3.81,3,15,0,4.50,1.65,2,7
Heilung,HEILUNG,curing,curing,26,6.50,2.14,3,11,0,3.50,1.07,2,6
Heimat,HEIMAT,homeland,homeland,19,7.26,3.36,3,15,0,3.74,1.59,2,7
Heimkehr,HEIMKEHR,homecoming,homecoming,27,8.04,3.01,3,18,0,4.07,1.24,2,7
Heirat,HEIRAT,marriage,marriage,23,5.65,1.72,3,9,0,3.00,0.85,2,5
heiraten,HEIRATEN,marry,marry,19,5.89,2.81,3,15,0,3.16,1.30,2,7
heiß,HEIß,hot,hot,10,3.70,2.50,1,10,0,2.10,1.20,1,5
heißen,HEIßEN,be called,be called,25,3.60,2.18,1,10,0,2.08,1.08,1,5
heiter,HEITER,merry,merry,19,5.79,2.25,2,12,0,3.11,1.20,1,6
Heizung,HEIZUNG,radiator,radiator,24,4.67,1.90,1,9,0,2.63,0.92,1,5
Held,HELD,hero,hero,26,5.12,1.70,2,9,0,2.81,0.94,1,5
helfen,HELFEN,help,help,17,3.24,1.20,1,5,0,1.76,0.66,1,3
Helikopter,HELIKOPTER,helicopter,helicopter,24,6.67,2.99,3,14,0,3.50,1.41,2,7
Helium,HELIUM,helium,helium,17,12.00,2.50,7,17,0,6.00,1.06,4,7
hell,HELL,bright,bright,18,3.17,1.04,1,5,0,2.00,0.59,1,3
Helligkeit,HELLIGKEIT,brightness,brightness,17,6.00,2.76,2,12,0,3.18,1.38,1,6
Helm,HELM,helmet,helmet,16,5.00,2.80,1,10,0,2.69,1.40,1,5
Hemd,HEMD,shirt,shirt,19,3.68,1.34,2,7,0,2.00,0.75,1,4
Henne,HENNE,hen,hen,18,5.56,2.43,2,10,0,3.00,1.08,1,5
Herbst,HERBST,autumn,autumn,22,4.00,1.07,2,6,0,2.18,0.59,1,3
Herd,HERD,stove,stove,24,4.00,1.35,2,6,0,2.21,0.66,1,3
Herde,HERDE,herd,herd,22,5.86,2.25,3,10,0,3.09,1.06,2,5
Hering,HERING,herring,herring,16,6.81,2.64,3,13,0,3.63,1.31,2,7
heroisch,HEROISCH,heroic,heroic,14,13.21,3.60,8,22,0,6.29,0.99,4,7
Herr,HERR,sir,sir,27,4.78,1.67,2,8,0,2.56,0.85,1,4
Herrschaft,HERRSCHAFT,reign,reign,26,8.58,3.16,4,15,0,4.46,1.56,2,7
herrschen,HERRSCHEN,reign,reign,19,6.63,2.69,2,13,0,3.58,1.35,1,7
herstellen,HERSTELLEN,produce,produce,24,6.54,1.74,4,10,0,3.46,0.88,2,5
Herz,HERZ,heart,heart,18,4.28,1.84,2,9,0,2.44,0.98,1,5
herzlich,HERZLICH,hearty,hearty,24,6.63,2.55,2,12,0,3.54,1.25,1,6
herzlos,HERZLOS,heartless,heartless,23,7.13,2.16,3,12,0,3.74,1.05,2,6
heucheln,HEUCHELN,feign,feign,19,10.11,3.11,5,16,0,5.11,1.37,3,7
heulen,HEULEN,wail,wail,25,3.80,1.76,1,7,0,2.12,0.88,1,4
Hexe,HEXE,witch,witch,17,4.00,1.22,2,7,0,2.24,0.66,1,4
Hilfe,HILFE,help,help,22,3.91,1.27,2,7,0,2.18,0.73,1,4
hilflos,HILFLOS,helpless,helpless,18,6.61,2.48,4,12,0,3.50,1.15,2,6
Himbeere,HIMBEERE,raspberry,raspberry,25,3.80,1.41,1,6,0,2.16,0.69,1,3
Himmel,HIMMEL,sky,sky,26,3.23,1.21,1,6,0,1.85,0.61,1,3
Hinblick,HINBLICK,in view of,in view of,26,8.92,2.73,4,15,0,4.65,1.38,2,7
Hinterland,HINTERLAND,hinterland,hinterland,13,10.69,3.68,7,19,1,5.23,1.24,4,7
Hinweis,HINWEIS,hint,hint,10,6.40,2.17,3,10,0,3.60,0.97,2,5
Hirsch,HIRSCH,stag,stag,10,5.60,3.53,2,15,0,3.00,1.56,1,7
Hirse,HIRSE,millet,millet,17,10.12,5.68,2,24,0,4.76,1.89,1,7
Hirte,HIRTE,shepherd,shepherd,18,4.61,2.25,2,10,0,2.56,1.10,1,5
Hitze,HITZE,heat,heat,22,4.86,2.21,2,9,0,2.68,1.17,1,5
Hobby,HOBBY,hobby,hobby,15,6.80,2.78,4,15,0,3.53,1.36,2,7
Hobel,HOBEL,plane,plane,19,7.53,3.50,3,17,0,3.89,1.56,2,7
hoch,HOCH,high,high,27,3.33,1.41,1,7,0,1.96,0.71,1,4
Hochmut,HOCHMUT,haughtiness,haughtiness,24,9.50,2.41,5,16,0,4.88,1.08,3,7
Hochschule,HOCHSCHULE,higher education institution,higher education institution,25,10.48,3.36,5,17,0,5.32,1.44,3,7
höchst,HÖCHST,highly,highly,16,7.69,3.24,4,14,0,3.94,1.57,2,7
höchstens,HÖCHSTENS,at most,at most,27,7.15,2.78,1,13,0,3.74,1.40,1,7
Höchstform,HÖCHSTFORM,peak form,peak form,24,9.38,4.21,5,25,0,4.71,1.23,3,7
höchstpersönlich,HÖCHSTPERSÖNLICH,personally,personally,27,9.85,3.36,4,16,0,5.00,1.49,2,7
Hochzeit,HOCHZEIT,wedding,wedding,14,5.64,1.95,3,10,0,3.07,0.92,2,5
Hocker,HOCKER,stool,stool,17,3.82,1.85,1,8,0,2.12,0.86,1,4
Hockey,HOCKEY,hockey,hockey,16,8.13,2.33,4,12,0,4.25,1.24,2,6
hoffen,HOFFEN,hope,hope,17,5.12,2.09,1,11,0,2.76,1.15,1,6
Hoffnung,HOFFNUNG,hope,hope,21,7.10,2.83,3,13,0,3.76,1.41,2,7
höflich,HÖFLICH,polite,polite,19,4.58,1.92,2,8,0,2.53,0.90,1,4
Höflichkeit,HÖFLICHKEIT,politeness,politeness,19,5.58,2.85,2,16,0,2.89,1.20,1,7
Höhe,HÖHE,height,height,16,4.69,1.58,2,7,0,2.63,0.81,1,4
holen,HOLEN,collect,collect,27,3.59,1.42,1,7,0,2.04,0.76,1,4
Hommage,HOMMAGE,homage,homage,13,12.77,1.83,10,16,2,6.31,0.63,5,7
Honig,HONIG,honey,honey,10,3.80,1.03,2,5,0,2.20,0.63,1,3
Horde,HORDE,horde,horde,17,7.76,3.72,3,18,0,4.06,1.43,2,7
hören,HÖREN,hear,hear,26,2.81,1.02,1,5,0,1.69,0.55,1,3
Hormon,HORMON,hormone,hormone,27,11.78,2.71,4,16,0,5.89,1.19,2,7
Horn,HORN,horn,horn,27,5.70,2.22,2,10,0,3.04,1.16,1,5
Horoskop,HOROSKOP,horoscope,horoscope,18,8.89,3.01,5,15,0,4.61,1.33,3,7
Hose,HOSE,trousers,trousers,17,2.29,1.31,0,5,0,1.47,0.62,1,3
Hotel,HOTEL,hotel,hotel,19,5.53,1.95,2,10,0,3.11,0.99,1,5
Hubschrauber,HUBSCHRAUBER,helicopter,helicopter,530,4.73,2.62,1,25,0,2.58,1.19,1,7
Huf,HUF,hoof,hoof,24,4.79,1.84,2,9,0,2.58,1.06,1,5
Huhn,HUHN,chicken,chicken,19,3.00,1.25,1,5,0,1.79,0.71,1,3
human,HUMAN,humane,humane,27,12.70,3.33,6,20,0,6.07,1.24,3,7
Hummer,HUMMER,lobster,lobster,23,8.00,2.95,3,16,0,4.13,1.36,2,7
Humor,HUMOR,humour,humor,19,7.16,3.50,3,15,0,3.79,1.62,2,7
humorlos,HUMORLOS,humourless,humorless,15,7.93,2.76,4,12,0,4.07,1.33,2,6
hundert,HUNDERT,hundred,hundred,26,5.50,1.77,3,10,0,2.92,0.93,2,5
Hunger,HUNGER,hunger,hunger,14,2.86,1.29,1,5,0,1.71,0.73,1,3
Hupe,HUPE,horn,horn,17,3.47,1.62,0,6,0,2.00,0.87,1,3
Hut,HUT,hat,hat,16,4.00,1.26,2,6,0,2.25,0.68,1,3
Hütte,HÜTTE,hut,hut,24,4.50,1.98,2,9,0,2.50,1.02,1,5
Hygiene,HYGIENE,hygiene,hygiene,17,8.71,3.51,3,14,0,4.53,1.70,2,7
hygienisch,HYGIENISCH,hygienic,hygienic,14,8.36,3.39,2,14,0,4.29,1.68,1,7
Hymne,HYMNE,hymn,hymn,18,8.28,2.44,4,14,0,4.33,1.19,2,7
Hypnose,HYPNOSE,hypnosis,hypnosis,14,10.71,4.86,4,25,0,5.14,1.41,2,7
Hypothek,HYPOTHEK,mortgage,mortgage,19,13.21,2.37,8,16,0,6.37,0.96,4,7
Hypothese,HYPOTHESE,hypothesis,hypothesis,26,12.15,2.68,4,17,0,6.08,1.16,2,7
hysterisch,HYSTERISCH,hysterical,hysterical,24,10.33,2.55,5,14,0,5.33,1.31,3,7
ideal,IDEAL,ideal,ideal,10,7.50,1.51,5,10,0,3.90,0.74,3,5
Idealist,IDEALIST,idealist,idealist,24,10.83,2.30,6,15,0,5.58,1.10,3,7
Idee,IDEE,idea,idea,19,5.16,2.22,3,12,0,2.84,1.07,2,6
identisch,IDENTISCH,identical,identical,17,9.12,2.98,5,16,0,4.71,1.36,3,7
Identität,IDENTITÄT,identity,identity,16,10.56,3.03,6,16,0,5.38,1.31,3,7
Idol,IDOL,idol,idol,19,8.79,2.92,3,14,0,4.63,1.42,2,7
idyllisch,IDYLLISCH,idyllic,idyllic,14,8.86,3.35,4,14,0,4.57,1.60,2,7
Igel,IGEL,hedgehog,hedgehog,15,2.80,0.94,1,5,0,1.73,0.59,1,3
ignorieren,IGNORIEREN,ignore,ignore,21,8.10,2.64,3,12,0,4.24,1.22,2,6
illegal,ILLEGAL,illegal,illegal,24,10.13,1.96,7,14,0,5.25,0.99,4,7
Imitation,IMITATION,imitation,imitation,19,9.58,2.57,5,16,0,5.00,1.11,3,7
immun,IMMUN,immune,immune,25,10.48,3.72,3,18,0,5.28,1.65,2,7
Immunisierung,IMMUNISIERUNG,immunisation,immunization,19,12.89,4.50,5,20,0,6.00,1.49,3,7
Impfung,IMPFUNG,vaccination,vaccination,24,5.17,1.79,3,9,0,2.88,0.90,2,5
Import,IMPORT,import,import,26,11.12,2.60,4,16,0,5.73,1.19,2,7
importieren,IMPORTIEREN,import,import,17,11.29,3.27,6,16,0,5.59,1.42,3,7
Importware,IMPORTWARE,imports,imports,14,14.07,3.95,6,25,0,6.50,1.09,3,7
Impuls,IMPULS,impulse,impulse,18,10.33,4.52,3,18,0,5.00,1.81,2,7
Industrie,INDUSTRIE,industry,industry,19,9.47,2.61,4,15,0,4.89,1.29,2,7
Ingenieur,INGENIEUR,engineer,engineer,17,8.59,2.58,5,13,0,4.53,1.23,3,7
Inhalt,INHALT,content,content,16,5.81,1.17,4,8,0,3.06,0.68,2,4
Initiative,INITIATIVE,initiative,initiative,14,12.00,2.77,7,16,0,5.93,1.00,4,7
Insekt,INSEKT,insect,insect,18,4.78,2.37,2,12,0,2.56,1.15,1,6
Insel,INSEL,island,island,26,4.40,1.25,1,6,0,2.46,0.65,1,3
Instabilität,INSTABILITÄT,instability,instability,15,10.80,3.00,7,16,0,5.40,1.30,4,7
Instinkt,INSTINKT,instinct,instinct,10,9.40,2.37,6,15,0,4.70,1.06,3,7
Institution,INSTITUTION,institution,institution,19,10.95,2.88,5,16,0,5.53,1.07,3,7
Instrument,INSTRUMENT,instrument,instrument,24,5.17,1.63,3,9,0,2.79,0.83,2,5
intelligent,INTELLIGENT,intelligent,intelligent,26,8.46,3.22,3,14,0,4.46,1.56,2,7
intensiv,INTENSIV,intensive,intensive,17,10.06,3.01,4,14,0,5.18,1.55,2,7
Interesse,INTERESSE,interest,interest,518,7.04,2.57,1,20,0,3.73,1.20,1,7
intuitiv,INTUITIV,intuitive,intuitive,18,11.72,3.36,5,17,0,5.78,1.35,3,7
Irrtum,IRRTUM,error,error,15,7.00,1.89,5,12,0,3.67,0.90,3,6
Jacke,JACKE,jacket,jacket,15,2.77,0.82,1.5,4,0,1.60,0.51,1,2
Jade,JADE,jade,jade,10,11.80,3.82,7,20,4,5.70,1.16,4,7
Jaguar,JAGUAR,jaguar,jaguar,14,7.64,3.15,4,15,0,3.86,1.46,2,7
Jammer,JAMMER,wailing,wailing,25,6.72,3.30,1,15,0,3.68,1.60,1,7
Jammerlappen,JAMMERLAPPEN,weakling,weakling,18,6.22,2.39,2,12,0,3.28,1.18,1,6
jammern,JAMMERN,lament,lament,23,5.30,2.57,1,12,0,2.91,1.24,1,6
Januar,JANUAR,january,january,14,5.36,1.39,3,8,0,2.93,0.62,2,4
Jasmin,JASMIN,jasmine,jasmine,22,9.95,3.62,4,18,1,4.95,1.53,2,7
Jauche,JAUCHE,liquid manure,liquid manure,26,8.58,4.61,3,25,0,4.19,1.58,2,7
jauchzen,JAUCHZEN,rejoice,rejoice,25,7.96,3.42,2,15,0,4.20,1.71,1,7
Jawort,JAWORT,say I do,say I do,19,8.47,3.42,1,14,0,4.42,1.68,1,7
Jazz,JAZZ,jazz,jazz,24,10.13,3.05,3,16,0,5.21,1.35,2,7
Jet,JET,jet,jet,20,7.15,2.96,2,13,0,3.80,1.51,1,7
Job,JOB,job,job,17,9.12,4.03,3,18,0,4.59,1.70,2,7
Jockey,JOCKEY,jockey,jockey,26,10.50,3.24,3,16,0,5.35,1.47,2,7
Joghurt,JOGHURT,yoghurt,yoghurt,26,4.27,2.39,1,12,0,2.38,1.17,1,6
Joker,JOKER,joker,joker,18,7.44,3.17,4,15,0,3.89,1.45,2,7
jonglieren,JONGLIEREN,juggle,juggle,18,6.39,3.16,3,14,0,3.44,1.50,2,7
Journalist,JOURNALIST,journalist,journalist,24,8.58,1.93,5,12,0,4.58,0.93,3,6
Jubel,JUBEL,cheering,cheering,15,6.40,2.38,3,11,0,3.40,1.18,2,6
Jugend,JUGEND,youth,youth,26,7.54,2.32,4,12,0,3.92,1.09,2,6
Juni,JUNI,june,june,25,5.24,1.88,2,9,0,2.92,1.00,1,5
Jury,JURY,jury,jury,18,10.33,3.27,7,20,0,5.17,1.15,4,7
Justiz,JUSTIZ,judiciary,judiciary,14,9.93,2.40,6,15,0,5.00,1.11,3,7
Juwel,JUWEL,jewel,jewel,22,7.45,2.94,3,16,0,3.77,1.31,2,7
